"COMP2521","Data Structures and Algorithms","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='https://www.engineering.unsw.edu.au/computer-science-engineering'>School</a>","Sydney","Undergraduate","6","0.12500","7","COMP1511 or COMP1917 or COMP1921","COMP1927","2","Yes"," The goal of this course is to deepen students' understanding of data structures and algorithms and how these can be employed effectively in the design of software systems. We anticipate that it will generally be taken in the second year of a program, but since its only pre-requisite is COMP1511, is it possible to take it in first year. It is an important course in covering a range of core data structures and algorithms that will be used in context in later courses.<br /><br /><B>Topics:</B><br />An introduction the structure, analysis and usage of a range of fundamental data types and the core algorithms that operate on them, including: algorithm analysis, sorting, searching, trees, graphs, files, algorithmic strategies, analysis and measurement of programs. Labs and programming assignments in C, using a range of Unix tools."
"COMP2911","Engineering Design in Computing","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs2911'>www.cse.unsw.edu.au/~cs2911</a>","Sydney","Undergraduate","6","0.12500","5","COMP1927 or MTRN3500","","2",""," The engineering design and use of reliable and complex systems. Object orientation and design. Problem solving design methodologies: backtrack, greedy method, divide and conquer, dynamic methods. Practical assignments, laboratory exercises, formal examination."
"COMP3121","Algorithms and Programming Techniques","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3121'>www.cse.unsw.edu.au/~cs3121</a>","Sydney","Undergraduate","6","0.12500","5","COMP1927 or COMP2521 or a mark of at least 65 in COMP1921","COMP3821","2",""," Correctness and efficiency of algorithms. Computational complexity: time and space bounds. Techniques for best-case, worst-case and average-case time and space analysis. Designing algorithms using induction, divide-and-conquer and greedy strategies. Algorithms: sorting and order statistics, trees, graphs, matrices. Intractability: classes P, NP, and NP-completeness, approximation algorithms."
"COMP3131","Programming Languages and Compilers","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3131'>www.cse.unsw.edu.au/~cs3131</a>","Sydney","Undergraduate","6","0.12500","5","COMP2511 or COMP2911","","2",""," Covers the fundamental principles in programming languages and implementation techniques for compilers (emphasis on compiler front ends). Course contents include: program syntax and semantics, formal translation of programming languages, finite-state recognisers and regular expressions, context-free parsing techniques such as LL(k( and LR(k), attribute grammars, syntax-directed translation, type checking and code generation. Lab: implementation of a compiler in a modern programing language for a small programming language."
"COMP3141","Software System Design and Implementation","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3141'>www.cse.unsw.edu.au/~cs3141</a>","Sydney","Undergraduate","6","0.12500","5","COMP1927 or COMP2521 or a mark of at least 65 in COMP1921","","2",""," This course will present rigorous and formal methods for the design and implementation phases of software system development. Also considered are testing and reuse of designs. As far as possible, software tools that can assist the process will be used. The material will be presented using case studies, and students will be required to undertake a project."
"COMP3151","Foundations of Concurrency","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3151'>www.cse.unsw.edu.au/~cs3151</a>","Sydney","Undergraduate","6","0.12500","5","COMP1927, or COMP1521 and COMP2521","COMP9151","2",""," Concurrency = processes + communication. Communication via shared variables vs message passing. Models of concurrency: true concurrency vs interleaving. Abstractions: atomicity, locks and barriers, semaphores, monitors, threads, RPC, rendezvous. Classical problems: mutual exclusion, dining philosophers, sleeping barber, termination detection, gravitational N-body problem.<br />Practical work: programming assignments using the C-like language MDP."
"COMP3153","Algorithmic Verification","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3153'>www.cse.unsw.edu.au/~cs3153</a>","Sydney","Undergraduate","6","0.12500","3","COMP2521, or a mark of at least 65 in COMP1927, or a mark of at least 75 in COMP1921","","2",""," It is virtually impossible to guarantee the correctness of a system, and in turn the absense of bugs by standard software engineering practice such as code review, systematic testing and good software design alone. The formal methods community has developed various rigorous, mathematically sound techniques and tools that allow the automatic analysis of systems and software. The application of these fully automatic techniques is typically called algorithmic verification.<br /><br />The course will describe several automatic verification techniques, the algoriths they are based on, and the tools that support them. We will discuss examples to which the techniques have been applied, and provide experience with the use of several tools."
"COMP3161","Concepts of Programming Languages","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3161'>www.cse.unsw.edu.au/~cs3161</a>","Sydney","Undergraduate","6","0.12500","3","COMP2521 or COMP1927","COMP9161","2",""," Programming language paradigms: imperative, object oriented, declarative (i.e., functional and logic). Theoretical foundations of programming languages: syntax, operatational, axiomatic and denotational semantics. Implementation aspects of central language features, such as dynamic and strong typing, polymorphism, overloading and automatic memory management. Abstracting over programming languages and architectures: byte code approach, component software."
"COMP3211","Computer Architecture","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3211'>www.cse.unsw.edu.au/~cs3211</a>","Sydney","Undergraduate","6","0.12500","5","COMP3222 or ELEC2141.","","2",""," Study the architecture & organisation of modern processors, and influences upon these, with emphasis on pipelined RISC machines; gain understanding of the design of the memory subsystem, I/O, and system level interconnect; become proficient in the use of tools such as VHDL and SimpleScalar for the description, simulation, and verification of architectural designs; complete a series of assignments leading to the design, implemention, validatation and assessment of a RISC system. It is assumed students are familiar with combinational and sequential logic design principles and have some experience in the use of CAD tools to describe and simulate digital systems."
"COMP3222","Digital Circuits and Systems","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3222'>www.cse.unsw.edu.au/~cs3222</a>","Sydney","Undergraduate","6","0.12500","5","COMP2121, or (ELEC1111 or ELEC1112, and COMP1521 or COMP1927)","ELEC2141","2",""," This course aims to provide students with a knowledge of problem solving with digital systems (computer systems and digital circuits). The basic building blocks of combinational and sequential circuits are introduced to develop circuit solutions to problems and to understand and implement the design and operation of hardware models of digital and computer systems. HDLs will be used to describe circuits and state of the art computer aided design tools will be used to design complex systems."
"COMP3231","Operating Systems","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3231'>www.cse.unsw.edu.au/~cs3231</a>","Sydney","Undergraduate","6","0.12500","5","COMP1521 or COMP2121, and COMP2521 or COMP1927","","2",""," Operating System Organisation and services. Process management: scheduling, synchronisation and communication. Memory management: virtual memory, paging and segmentation. Storage management: disk scheduling, file systems. Protection and security. Distributed operating systems and file systems. Case studies: UNIX & NT. Lab: Programming assignments.<br /><br />Assumed Knowledge: C"
"COMP3311","Database Systems","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3311'>www.cse.unsw.edu.au/~cs3311</a>","Sydney","Undergraduate","6","0.12500","5","COMP1531 or COMP1927","COMP9311, INFS5992","2",""," Data models: entity-relationship, relational, object-oriented. Relational database management systems: data definition, query languages, development tools. Database application design and implementation. Architecture of relational database management systems: storage management, query processing, transaction processing. Lab: design and implementation of a database application."
"COMP3331","Computer Networks and Applications","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3331'>www.cse.unsw.edu.au/~cs3331</a>","Sydney","Undergraduate","6","0.12500","5","COMP1921 or COMP1927 or MTRN3500, or (COMP1521, and COMP2521 or MTRN3500)","","2",""," Networking technology overview. Protocol design and validation using the finite state automata in conjunction with time-lines. Overview of the IEEE802 network data link protocol standards. Addressing at the data link and network layers. Network layer services. Introduction to routing algorithms such as Distance Vector and Link State. Congestion control mechanisms. Internetworking issues in connecting networks. The Internet Protocol Suite overview. The Internet protocols IPv4 and IPv6. Address resolution using ARP and RARP. Transport layer: issues, transport protocols TCP and UDP. Application level protocols such as: File Transfer Protocol (FTP), Domain Name System (DNS) and Simple Mail Transfer Protocol (SMTP). Introduction to fundamental network security concepts, 802.11 wireless networks and peer to peer networks. There is a substantial network programming component in the assessable material."
"COMP3411","Artificial Intelligence","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3411'>www.cse.unsw.edu.au/~cs3411</a>","Sydney","Undergraduate","6","0.12500","4","COMP2521 or COMP1927","COMP9414, COMP9814","2",""," Machine intelligence. Principles: knowledge representation, automated reasoning, machine learning. Tools: AI programming languages, control methods, search strategies, pattern matching. Applications: computer vision, speech recognition, natural language processing, expert systems, game playing, computer-aided learning. Philosophical and psychological issues. Lab: logic programming assignments."
"COMP3421","Computer Graphics","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3421'>www.cse.unsw.edu.au/~cs3421</a>","Sydney","Undergraduate","6","0.12500","5","COMP2511 or COMP2911","","2",""," Graphics hardware: scan conversion of lines and polygons. 2D transformations: windowing, clipping, viewports. User interfaces. 3D transformations: perspective transformation, 3D clipping, hidden surface removal, lighting and texture maps. Hierarchical modelling of objects, modelling curves and surfaces with splines and fractals. Graphics standards. Lab: programming assignments."
"COMP3431","Robotic Software Architecture","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3431'>www.cse.unsw.edu.au/~cs3431</a>","Sydney","Undergraduate","6","0.12500","6","COMP2521 or COMP1927, and a WAM of at least 70","COMP9431","2",""," An introduction to Intelligent agent design. Picking actions using planning, learning or engineered control. Both practical and theoretical components. Practical component: Re-implement parts of a real agent architecture on a robot. Assignment based. Emphasis on engineering a working system. Theoretical component: Introduction to a variety of research agent architectures including classical planning and reinforcement learning. Lecture and lab based."
"COMP3511","Human Computer Interaction","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3511'>www.cse.unsw.edu.au/~cs3511</a>","Sydney","Undergraduate","6","0.12500","5","Completion of 48 UOC","","2","Yes"," Provides an introduction to user-system interactions, both analysis and design. The approach is cognitive, focusing on matching user goals with computer technologies. Topics: the human information processing system, models of interaction, strategies for and process of design and evaluation. Project work is emphasised."
"COMP3601","Design Project A","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3601'>www.cse.unsw.edu.au/~cs3601</a>","Sydney","Undergraduate","6","0.12500","5","COMP2121","","2",""," Embedded system design team projects. Embedded system design life cycle. Software/hardware codesign. Hardware slection process. Software development techniques. Hardware/software integration and system testing. Ethics in teams, ethics in design, IP protection, IP reuse, project report writing. Project and team managment."
"COMP3821","Extended Algorithms and Programming Techniques","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3821'>www.cse.unsw.edu.au/~cs3821</a>","Sydney","Undergraduate","6","0.12500","5","COMP2521, or a mark of at least 65 in COMP1927, or a mark of at least 75 in COMP1921","COMP3121","2",""," As for COMP3121 but in greater depth."
"COMP3891","Extended Operating Systems","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs3891'>www.cse.unsw.edu.au/~cs3891</a>","Sydney","Undergraduate","6","0.12500","5","COMP1521 or COMP2121, and COMP2521 or COMP1927, and a WAM of at least 75","","2",""," As for COMP3231 Operating Systems but in greater depth and breadth.<br /><br />Assumed Knowledge: C"
"COMP3901","Special Project A","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a href="http://www.cse.unsw.edu.au/about-us/help-resources/for-students/student-projects/ugrdprojects/">http://www.cse.unsw.edu.au/about-us/help-resources/for-students/student-projects/ugrdprojects/</a>","Sydney","Undergraduate","6","0.12500","0","","","2",""," The student will complete a small research project under the supervision of a member of the academic staff of the School. The project will be assessed on the basis of a report written by the student."
"COMP3902","Special Project B","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a href="http://www.cse.unsw.edu.au/about-us/help-resources/for-students/student-projects/ugrdprojects/">http://www.cse.unsw.edu.au/about-us/help-resources/for-students/student-projects/ugrdprojects/</a>","Sydney","Undergraduate","12","0.25000","1","","","2",""," The student will complete a medium-sized research project under the supervision of a member of the academic staff of the School. The project will be assessed on the basis of report written by the student."
"COMP4121","Advanced and Parallel Algorithms","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs4121'>www.cse.unsw.edu.au/~cs4121</a>","Sydney","Undergraduate","6","0.12500","4","COMP3121 or COMP3821.","","2",""," Topics chosen from: Spatial, semi-structured and multi-dimensional data storage and manipulation techniques, non Von-Neumann techniques, advanced and parallel algorithmic techniques, algorithm engineering and problem solving practices; algorithms for matrices and systems of linear equations, approximation algorithms, FFT and convolution and their software and circuit implementations, iteration methods for the solution of operator equations."
"COMP4128","Programming Challenges","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs4128'>http://www.cse.unsw.edu.au/~cs4128</a>","Sydney","Undergraduate","6","0.12500","0","","","2",""," The focus of the course is the development and implementation of advanced algorithms. Students will learn to select appropriate algorithms for a given problem, integrate multiple algorithms for solving a complex problem, design new algorithms, and implement them. Algorithms covered include dynamic programming, shortest path, max flow, suffix trees, and combinatorial algorithms. They will also learn skills required for programming contests, which include evaluation of problem difficulty, solving problems in teams, and work under time pressure."
"COMP4141","Theory of Computation","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs4141'>www.cse.unsw.edu.au/~cs4141</a>","Sydney","Undergraduate","6","0.12500","4","COMP1927 or MATH2301.","","2",""," Computability: formal languages and problems, Turing Machines (TMs), computability, (semi-)decidability, universal TMs, Church-Turing thesis, halting problem, reduction and undecidability proofs, examples; Complexity: run time, space, complexity classes, non-determinism and NP, polynomial reductions and NP completeness, optimisation problems and approximation, randomisation; Languages and Automata: regular expressions and languages, finite automata, determinisation, context-free grammars and languages (CFLs), Chomsky normal form, word problems, pumping lemma, push-down automata, decidability problems for CFLs; Semantics and Correctness: while programs, assertions and program correctness, Hoare logic, loops and loop invariants, relative completeness of Hoare logic (and its role in a proof of Gödel's incompleteness result)"
"COMP4161","Advanced Topics in Software Verification","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs4161'>www.cse.unsw.edu.au/~cs4161</a>","Sydney","Undergraduate","6","0.12500","3","Completion of 48 UOC","","2",""," This course is about mechanical proof assistants, how they work, and what they can be used for. It presents specification and proof techniques used in industrial grade theorem provers, teaches the theoretical background to the techniques involved, and shows how to use a theorem prover to conduct formal proofs in practice. The courses is intended to bring third/fourth year and postgraduate students into contact with teh current research topics in the field of theorem proving and automated deduction and to teach them the necessary skills to sucessfully use industrial grade verification environments in modelling and verification.<br /><br />Topics covered included: higher order logic, natural deduction, lambda calculus, term rewriting, data types and recursive functions, induction principles, calculational reasoning, mathematical proofs, decision procedures for a variety of logical domains, and proofs about programs.<br /><br />Note: experience with (first-order) logic and functional programming is required."
"COMP4181","Language-based Software Safety","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs4181'>www.cse.unsw.edu.au/~cs4181</a>","Sydney","Undergraduate","6","0.12500","3","COMP2521 or COMP1927","COMP9181","2",""," Trust in the safety and security of software systems is increasingly important with the use of software in systems where failure or sabotage can lead to loss of life or be very expensive (this includes medical and financial applications as well as software used for power grids, amss transport systems, and security infrastructure). This course covers language based safety engineering techniques advanced type systems, specification-based test generators, domain-specific languages, and prototyping for high-assurance. It demonstrates via concrete examples, including security infrastructure software, how modern functional languages are used to achieve high assurance, and conveys hands-on experience via practical assignments."
"COMP4336","Mobile Data Networking","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs4336'>www.cse.unsw.edu.au/~cs4336</a>","Sydney","Undergraduate","6","0.12500","5","COMP3331.","","2",""," This course will examine how mobility affects networks, systems, and applications. It will teach advanced concepts and protocols for managing mobility in TCP/IP networks, improving spectrum and energy efficiency of mobile networking, realizing more direct form of device-to-device communication, enhancing the quality of experience of mobile video, and achieving self-powered wireless communication. Learning emerging device functionalities and features will be part of this course, which requires some basic understanding of mobile device programming, such as Android and Java."
"COMP4337","Securing Wireless Networks","<a href="/faculties/2017/eng/eng.html">Faculty of Engineering</a>","<a href="http://www.cse.unsw.edu.au/">School of Computer Science and Engineering</a>","<a class='iw_tst' href='http://www.cse.unsw.edu.au/~cs4337'>www.cse.unsw.edu.au/~cs4337</a>","Sydney","Undergraduate","6","0.12500","5","COMP3331.","","2",""," As wireless technology emerges into the mainstream of the networking and communications markets, security becomes a top priority. This course will explore the security vulnerabilities in wireless networks and cover the fundamental concepts and advanced issues for building sensor networks. The following key concepts will be covered: Wireless LAN Security - Wired Equivalent Privacy (WEP), Wi-Fi Protected Access (WPA), Authentication Servers (RADIUS), 802.11i security standard; Securing Ad-Hoc Networks - MAC layer misbehaviours, secure routing protocols, denial of service attacks, key management, broadcast authentication, secure location discovery, non-traditional security attacks and solutions. This course includes a hands-on laboratory component and a design project."
